date,close,adjusted_close
2011-01-03,31.790000915527344,24.469196319580078
2011-01-04,31.889999389648438,24.54616928100586
2011-01-05,31.959999084472656,24.60004425048828
2011-01-06,32.09000015258789,24.700111389160156
2011-01-07,32.06999969482422,24.684717178344727
2011-01-10,31.979999542236328,24.615440368652344
2011-01-11,32.13999938964844,24.73859214782715
2011-01-12,32.310001373291016,24.869447708129883
2011-01-13,32.13999938964844,24.73859214782715
2011-01-14,32.18000030517578,24.769380569458008
2011-01-18,32.29999923706055,24.861759185791016
2011-01-19,32.08000183105469,24.69241714477539
2011-01-20,32.15999984741211,24.753984451293945
2011-01-21,32.189998626708984,24.777080535888672
2011-01-24,32.150001525878906,24.746292114257812
2011-01-25,32.150001525878906,24.746292114257812
2011-01-26,32.11000061035156,24.71550941467285
2011-01-27,32.189998626708984,24.777080535888672
2011-01-28,31.610000610351562,24.330650329589844
2011-01-31,31.68000030517578,24.384523391723633
2011-02-01,32.25,24.823265075683594
2011-02-02,32.13999938964844,24.73859214782715
2011-02-03,32.18000030517578,24.769380569458008
2011-02-04,32.33000183105469,24.884836196899414
2011-02-07,32.279998779296875,24.846349716186523
2011-02-08,32.369998931884766,24.915630340576172
2011-02-09,32.29999923706055,24.861759185791016
2011-02-10,32.310001373291016,24.869447708129883
2011-02-11,32.380001068115234,24.923320770263672
2011-02-14,32.4900016784668,25.007991790771484
2011-02-15,32.41999816894531,24.954118728637695
2011-02-16,32.59000015258789,25.0849666595459
2011-02-17,32.72999954223633,25.192729949951172
2011-02-18,32.810001373291016,25.254302978515625
2011-02-22,32.310001373291016,24.869447708129883
2011-02-23,32.0,24.63083839416504
2011-02-24,32.11000061035156,24.71550941467285
2011-02-25,32.310001373291016,24.869447708129883
2011-02-28,32.66999816894531,25.14654541015625
2011-03-01,32.40999984741211,24.946420669555664
2011-03-02,32.5099983215332,25.023393630981445
2011-03-03,33.18000030517578,25.53909683227539
2011-03-04,33.130001068115234,25.50061798095703
2011-03-07,32.880001068115234,25.308170318603516
2011-03-08,33.060001373291016,25.446739196777344
2011-03-09,33.11000061035156,25.485218048095703
2011-03-10,32.59000015258789,25.0849666595459
2011-03-11,32.70000076293945,25.169639587402344
2011-03-14,32.540000915527344,25.04648208618164
2011-03-15,32.15999984741211,24.753984451293945
2011-03-16,31.600000381469727,24.322946548461914
2011-03-17,31.969999313354492,24.60774040222168
2011-03-18,31.969999313354492,24.719865798950195
2011-03-21,32.2400016784668,24.928632736206055
2011-03-22,32.220001220703125,24.913169860839844
2011-03-23,32.20000076293945,24.89769744873047
2011-03-24,32.58000183105469,25.1915283203125
2011-03-25,32.66999816894531,25.2611141204834
2011-03-28,32.65999984741211,25.253379821777344
2011-03-29,32.849998474121094,25.400291442871094
2011-03-30,33.09000015258789,25.585872650146484
2011-03-31,33.11000061035156,25.601335525512695
2011-04-01,33.279998779296875,25.732776641845703
2011-04-04,33.47999954223633,25.887428283691406
2011-04-05,33.33000183105469,25.771438598632812
2011-04-06,33.400001525878906,25.825571060180664
2011-04-07,33.34000015258789,25.779172897338867
2011-04-08,33.31999969482422,25.76370620727539
2011-04-11,33.5099983215332,25.91061782836914
2011-04-12,33.470001220703125,25.879690170288086
2011-04-13,33.439998626708984,25.856489181518555
2011-04-14,33.619998931884766,25.99567222595215
2011-04-15,33.91999816894531,26.227638244628906
2011-04-18,33.540000915527344,25.933815002441406
2011-04-19,33.81999969482422,26.15031623840332
2011-04-20,34.150001525878906,26.40548324584961
2011-04-21,34.25,26.482805252075195
2011-04-25,34.290000915527344,26.51372528076172
2011-04-26,34.689998626708984,26.823026657104492
2011-04-27,35.08000183105469,27.124588012695312
2011-04-28,35.2599983215332,27.263755798339844
2011-04-29,35.2400016784668,27.248294830322266
2011-05-02,35.599998474121094,27.52665138244629
2011-05-03,35.5099983215332,27.45705795288086
2011-05-04,35.47999954223633,27.433856964111328
2011-05-05,35.25,27.256023406982422
2011-05-06,35.5,27.449325561523438
2011-05-09,35.70000076293945,27.603979110717773
2011-05-10,35.91999816894531,27.77407455444336
2011-05-11,35.86000061035156,27.72768211364746
2011-05-12,36.189998626708984,27.982847213745117
2011-05-13,36.08000183105469,27.89780044555664
2011-05-16,36.13999938964844,27.94419288635254
2011-05-17,36.13999938964844,27.94419288635254
2011-05-18,36.41999816894531,28.160680770874023
2011-05-19,36.34000015258789,28.098833084106445
2011-05-20,36.040000915527344,27.866865158081055
2011-05-23,35.66999816894531,27.580774307250977
2011-05-24,35.56999969482422,27.503456115722656
2011-05-25,35.619998931884766,27.5421142578125
2011-05-26,35.66999816894531,27.580774307250977
2011-05-27,35.689998626708984,27.59623146057129
2011-05-31,36.11000061035156,27.920995712280273
2011-06-01,35.61000061035156,27.534379959106445
2011-06-02,35.529998779296875,27.472524642944336
2011-06-03,35.189998626708984,27.209640502929688
2011-06-06,34.97999954223633,27.047258377075195
2011-06-07,35.04999923706055,27.101369857788086
