date,close,adjusted_close
2011-01-03,48.099998474121094,34.51697540283203
2011-01-04,48.31999969482422,34.67485427856445
2011-01-05,48.20000076293945,34.5887336730957
2011-01-06,47.689998626708984,34.22275161743164
2011-01-07,47.25,33.90700149536133
2011-01-10,46.7599983215332,33.55537033081055
2011-01-11,47.2599983215332,33.914180755615234
2011-01-12,48.209999084472656,34.595909118652344
2011-01-13,47.790000915527344,34.29451370239258
2011-01-14,47.93000030517578,34.39497756958008
2011-01-18,47.86000061035156,34.34474563598633
2011-01-19,47.4900016784668,34.079227447509766
2011-01-20,46.970001220703125,33.70606994628906
2011-01-21,46.47999954223633,33.354434967041016
2011-01-24,46.84000015258789,33.612789154052734
2011-01-25,46.560001373291016,33.41185760498047
2011-01-26,46.970001220703125,33.70606994628906
2011-01-27,46.810001373291016,33.59125900268555
2011-01-28,45.33000183105469,32.529197692871094
2011-01-31,45.810001373291016,32.87364196777344
2011-02-01,46.91999816894531,33.670196533203125
2011-02-02,46.56999969482422,33.419029235839844
2011-02-03,46.5099983215332,33.3759651184082
2011-02-04,46.5,33.368797302246094
2011-02-07,46.560001373291016,33.41185760498047
2011-02-08,46.58000183105469,33.42620849609375
2011-02-09,45.5099983215332,32.65836715698242
2011-02-10,45.08000183105469,32.349796295166016
2011-02-11,45.630001068115234,32.74448013305664
2011-02-14,45.400001525878906,32.579429626464844
2011-02-15,45.4900016784668,32.644012451171875
2011-02-16,45.869998931884766,32.91670227050781
2011-02-17,46.029998779296875,33.031517028808594
2011-02-18,46.310001373291016,33.23245620727539
2011-02-22,44.83000183105469,32.17039489746094
2011-02-23,44.869998931884766,32.19908905029297
2011-02-24,44.97999954223633,32.278038024902344
2011-02-25,45.52000045776367,32.6655387878418
2011-02-28,45.790000915527344,32.85929870605469
2011-03-01,45.31999969482422,32.52201843261719
2011-03-02,45.939998626708984,32.96693801879883
2011-03-03,46.849998474121094,33.61995315551758
2011-03-04,46.900001525878906,33.655845642089844
2011-03-07,46.2400016784668,33.182212829589844
2011-03-08,46.86000061035156,33.62713623046875
2011-03-09,46.95000076293945,33.69172286987305
2011-03-10,45.560001373291016,32.694252014160156
2011-03-11,46.029998779296875,33.031517028808594
2011-03-14,46.29999923706055,33.225284576416016
2011-03-15,45.529998779296875,32.67271423339844
2011-03-16,44.599998474121094,32.00534439086914
2011-03-17,45.150001525878906,32.4000244140625
2011-03-18,45.22999954223633,32.45744705200195
2011-03-21,46.099998474121094,33.081756591796875
2011-03-22,46.2400016784668,33.182212829589844
2011-03-23,46.849998474121094,33.61995315551758
2011-03-24,47.38999938964844,34.00746536254883
2011-03-25,47.34000015258789,33.97159194946289
2011-03-28,47.099998474121094,33.799354553222656
2011-03-29,47.63999938964844,34.18686294555664
2011-03-30,48.25,34.624603271484375
2011-03-31,48.66999816894531,34.92600631713867
2011-04-01,49.45000076293945,35.485740661621094
2011-04-04,49.869998931884766,35.78713607788086
2011-04-05,49.77000045776367,35.71538162231445
2011-04-06,50.040000915527344,35.90913391113281
2011-04-07,49.9900016784668,35.87325668334961
2011-04-08,50.040000915527344,35.90913391113281
2011-04-11,49.45000076293945,35.485740661621094
2011-04-12,48.52000045776367,34.818359375
2011-04-13,48.91999816894531,35.10540771484375
2011-04-14,49.06999969482422,35.21305847167969
2011-04-15,49.130001068115234,35.256103515625
2011-04-18,47.900001525878906,34.373451232910156
2011-04-19,48.59000015258789,34.868595123291016
2011-04-20,49.7400016784668,35.693851470947266
2011-04-21,50.18000030517578,36.00959777832031
2011-04-25,49.77000045776367,35.71538162231445
2011-04-26,50.20000076293945,36.023956298828125
2011-04-27,50.11000061035156,35.95936584472656
2011-04-28,49.70000076293945,35.665138244628906
2011-04-29,50.0,35.880428314208984
2011-05-02,50.0099983215332,35.887596130371094
